Category,Course Type,District,Region,Local Course,AP/IB/PLTW/DCE/OLL,Standard,Course Level,College Relationship(s),Fullfills Grad Req
A - Computer Literacy,10005 - Business Computer Applications,FARIBAULT PUBLIC SCHOOL DISTRICT 0656-01,10,7352 BUSINESS APPL,N/A,NONE_ADDRESSED,GENERAL,,Yes
A - Computer Literacy,10005 - Business Computer Applications,GRYGLA PUBLIC SCHOOL DISTRICT 0447-01,1,6030 Computer 9 S2,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,HASTINGS PUBLIC SCHOOL DISTRICT 0200-01,11,A0222 MICROSOFT OFFICE,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,Intermediate School District 287 0287-06,11,22611 Microsoft Office Systems QA,N/A,STATE,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,Intermediate School District 287 0287-06,11,22612 Microsoft Office Systems QB,N/A,STATE,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,Intermediate School District 287 0287-06,11,22623 Microsoft Office Systems QC,N/A,STATE,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,Intermediate School District 287 0287-06,11,22624 Microsoft Office Systems QD,N/A,STATE,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,LAC QUI PARLE VALLEY SCHOOL DIST. 2853-01,06W,177 MICROSOFT OFFIC,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10005 - Business Computer Applications,LITTLE FALLS PUBLIC SCHOOL DISTRICT 0482-01,5,3001601 Computer Application II,N/A,LOCAL,GENERAL,,Yes
A - Computer Literacy,10005 - Business Computer Applications,MADELIA PUBLIC SCHOOL DISTRICT 0837-01,9,249 Adv Compu App,N/A,STATE,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,MADELIA PUBLIC SCHOOL DISTRICT 0837-01,9,250 Adv Comput App b,N/A,STATE,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,102 Computer Apps & Keyboarding,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,104 Desktop Publishing,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,MILACA PUBLIC SCHOOL DISTRICT 0912-01,07E,425 Microsoft Office,N/A,NATIONAL,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,MONTICELLO PUBLIC SCHOOL DISTRICT 0882-01,07W,5110 Advanced Computer Applications,N/A,NATIONAL,GENERAL,,Yes
A - Computer Literacy,10005 - Business Computer Applications,MOORHEAD PUBLIC SCHOOL DISTRICT 0152-01,4,BUS011 Beginning Computer Skills,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,MOORHEAD PUBLIC SCHOOL DISTRICT 0152-01,4,BUS02 Computer Applications,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,MOORHEAD PUBLIC SCHOOL DISTRICT 0152-01,4,BUS02S Computer Applications,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,MOUNDS VIEW PUBLIC SCHOOL DISTRICT 0621-01,11,3815S Business Applications,N/A,NATIONAL,ARTICULATED,ANOKA-RAMSEY CC-CAMBRIDGE/COONRAPID,No
A - Computer Literacy,10005 - Business Computer Applications,PARK RAPIDS PUBLIC SCHOOL DISTRICT 0309-01,2,000250 INTRODUCTION TO COMPUTER,N/A,STATE,GENERAL,,Yes
A - Computer Literacy,10005 - Business Computer Applications,PARK RAPIDS PUBLIC SCHOOL DISTRICT 0309-01,2,000810 VIDCODE CREATIVE CODING,N/A,STATE,GENERAL,,Yes
A - Computer Literacy,10005 - Business Computer Applications,PELICAN RAPIDS PUBLIC SCHOOL DIST. 0548-01,4,4000116 Business Cmptr. Applic.,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10005 - Business Computer Applications,PEQUOT LAKES PUBLIC SCHOOLS 0186-01,5,2008CAII 8 GRADE COMP APPS II,N/A,STATE,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,PIPESTONE AREA SCHOOL DISTRICT 2689-01,8,703 Complete Computer Concepts,N/A,STATE,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,SARTELL-ST. STEPHEN SCHOOL DISTRICT 0748-01,07W,020210 DIGITOOLS,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,SHAKOPEE PUBLIC SCHOOL DISTRICT 0720-01,11,20460 Business Technology,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,SHAKOPEE PUBLIC SCHOOL DISTRICT 0720-01,11,A20700 A-Business Applications,OLL,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,SIBLEY EAST SCHOOL DISTRICT 2310-01,9,1302 Business Manage. S2,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,ST. LOUIS COUNTY SCHOOL DISTRICT 2142-01,3,0800 MSC Online Computer/Business,OLL,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,ST. LOUIS COUNTY SCHOOL DISTRICT 2142-01,3,V8535 CEP BUSINESS OP & MGMT: WORD,DCE,COMBINATION,DUAL,MESABI RANGE CMNTY & TECH COLLEGE,No
A - Computer Literacy,10005 - Business Computer Applications,ST. LOUIS COUNTY SCHOOL DISTRICT 2142-01,3,V8536 CEP BUSINESS OP & MGMT: EXCEL,DCE,COMBINATION,DUAL,MESABI RANGE CMNTY & TECH COLLEGE,No
A - Computer Literacy,10005 - Business Computer Applications,ST. PETER PUBLIC SCHOOL DISTRICT 0508-01,9,ITSY430B2 Build IT,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10005 - Business Computer Applications,VERNDALE PUBLIC SCHOOL DISTRICT 0818-01,5,047 College Business Computers,DCE,COMBINATION,DUAL,MINNESOTA STATE COMMUNITY AND TECHNICAL,No
A - Computer Literacy,10005 - Business Computer Applications,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,100 INFO PROCESS I,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10005 - Business Computer Applications,WACONIA PUBLIC SCHOOL DISTRICT 0110-01,11,661 Microsoft Office,N/A,NONE_ADDRESSED,ARTICULATED,HENNEPIN TECHNICAL COLLEGE,No
A - Computer Literacy,10005 - Business Computer Applications,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH 0435-01,2,030030 Computer Applications II,N/A,LOCAL,GENERAL,,Yes
A - Computer Literacy,10005 - Business Computer Applications,WORTHINGTON PUBLIC SCHOOL DISTRICT 0518-01,8,2008 ADV COMPUTER APPLICATIONS,N/A,NONE_ADDRESSED,ADVANCED,,No
A - Computer Literacy,10005 - Business Computer Applications,Watertown-Mayer Public School Dist 0111-01,11,000952 Technology for College & Beyon,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10006 - Telecommunications,FILLMORE CENTRAL 2198-01,10,208 Mass Communication Tech,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10006 - Telecommunications,HUTCHINSON PUBLIC SCHOOL DISTRICT 0423-01,06E,03 Tech. Ed. 8,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10007 - IB Information Technology in a Global Society,GREENWAY PUBLIC SCHOOL DISTRICT 0316-01,3,10007 SOCIAL TECH,IB,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,ALDEN-CONGER PUBLIC SCHOOL DISTRICT 0242-01,10,373 Elem Tech,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,70200 HonMobileAppsBsns,N/A,STATE,ADVANCED,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,78474 HonMobileAppsBsns,N/A,STATE,ADVANCED,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,90200 HonMobileAppsBsns,N/A,STATE,ADVANCED,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,BAGLEY PUBLIC SCHOOL DISTRICT 0162-01,2,2850 Online Voc/Bus/Comp/Tech,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,FLOODWOOD PUBLIC SCHOOL DISTRICT 0698-01,3,100008 Digital Literacy,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,GOODHUE PUBLIC SCHOOL DISTRICT 0253-01,10,111 Tech. Systems I,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,HUTCHINSON PUBLIC SCHOOL DISTRICT 0423-01,06E,031612 BUS Word Processing #,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,MADELIA PUBLIC SCHOOL DISTRICT 0837-01,9,TCH010 Computer Literacy,OLL,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11697010 PSEO Computer Science,N/A,STATE,GENERAL,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,PEQUOT LAKES PUBLIC SCHOOLS 0186-01,5,300145 INFORMATION TECHNOLOGY,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,PEQUOT LAKES PUBLIC SCHOOLS 0186-01,5,300146 IDS INFO TECHNOLOGY,N/A,COMBINATION,ADVANCED,,No
A - Computer Literacy,10008 - Particular Topics in Computer Literacy,SOUTHLAND PUBLIC SCHOOL DISTRICT 0500-01,10,1210 Technology 7,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,ALEXANDRIA PUBLIC SCHOOL DISTRICT 0206-01,4,7171 Computer Tech,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,BROOKLYN CENTER SCHOOL DISTRICT 0286-01,11,MS1102 Digital Citizenship and Literacy,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,CLEARBROOK-GONVICK SCHOOL DISTRICT 2311-01,2,9506F OCHS-Introduction to Computers,DCE /OLL,STATE,DUAL,ALEXANDRIA TECHNICAL COLLEGE,No
A - Computer Literacy,10010 - Computer Literacy,CLEARBROOK-GONVICK SCHOOL DISTRICT 2311-01,2,9506S OCHS-Introduction to Computers,DCE /OLL,STATE,DUAL,ALEXANDRIA TECHNICAL COLLEGE,No
A - Computer Literacy,10010 - Computer Literacy,DILWORTH-GLYNDON-FELTON 2164-01,4,151 M. Office I,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,DILWORTH-GLYNDON-FELTON 2164-01,4,152 M. Office II,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,HASTINGS PUBLIC SCHOOL DISTRICT 0200-01,11,6067 TECH LITERACY,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,HAYFIELD PUBLIC SCHOOL DISTRICT 0203-01,10,015 KEYBOARDING 4L,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,HAYFIELD PUBLIC SCHOOL DISTRICT 0203-01,10,033 KEYBOARDING 4S,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,HAYFIELD PUBLIC SCHOOL DISTRICT 0203-01,10,044 Keyboarding 5,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,HIAWATHA ACADEMIES 4170-07,11,10010-6 Computer Literacy - Grade 6,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,LAKE OF THE WOODS SCHOOL DISTRICT 0390-01,2,0024 Computer Applications 8 S1,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,LAKEVIEW SCHOOL DISTRICT 2167-01,8,4966 Digital Literacy,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,MADELIA PUBLIC SCHOOL DISTRICT 0837-01,9,207 Computer Skills 7-1,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,MADELIA PUBLIC SCHOOL DISTRICT 0837-01,9,290 Computer Skills 7-2,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,MAHNOMEN PUBLIC SCHOOL DISTRICT 0432-01,2,1209 Technology 7,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,MINNEWASKA SCHOOL DISTRICT 2149-01,4,COM7 Computers 7,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PACT CHARTER SCHOOL 4008-07,11,001 Computer 8,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PACT CHARTER SCHOOL 4008-07,11,002 Computer 7,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PACT CHARTER SCHOOL 4008-07,11,154 COMPUTER,N/A,NONE_ADDRESSED,BASIC,,No
A - Computer Literacy,10010 - Computer Literacy,PIERZ PUBLIC SCHOOL DISTRICT 0484-01,5,0178 CSM,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PIERZ PUBLIC SCHOOL DISTRICT 0484-01,5,1075 PLTW,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PIERZ PUBLIC SCHOOL DISTRICT 0484-01,5,6011 Comp Lit 7,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PIPESTONE AREA SCHOOL DISTRICT 2689-01,8,7805 Technology 7,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PIPESTONE AREA SCHOOL DISTRICT 2689-01,8,9200 Technology,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PRINCETON PUBLIC SCHOOL DISTRICT 0477-01,07E,300007 STEAM Technology,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PRINCETON PUBLIC SCHOOL DISTRICT 0477-01,07E,400TECH3 TECHNOLOGY 3,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PRINCETON PUBLIC SCHOOL DISTRICT 0477-01,07E,400TECH4 TECHNOLOGY 4,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,PRINCETON PUBLIC SCHOOL DISTRICT 0477-01,07E,400TECH5 TECHNOLOGY 5,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,SPECTRUM HIGH SCHOOL 4160-07,07W,5666 Qtr Intro to Coding 6,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,SPECTRUM HIGH SCHOOL 4160-07,07W,585 Digital Tech,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,STEP ACADEMY CHARTER SCHOOL 4200-07,11,082 Computer Literacy 6B,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,STEP ACADEMY CHARTER SCHOOL 4200-07,11,083 Computer Literacy,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,STEP ACADEMY CHARTER SCHOOL 4200-07,11,084 Computer Literacy 6A,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,TRI-CITY UNITED SCHOOL DISTRICT 2905-01,9,194 Computer Tech ll,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,TRIO WOLF CREEK DISTANCE LEARNING 4095-07,07E,729 Digital Literacy,N/A,STATE,GENERAL,,Yes
A - Computer Literacy,10010 - Computer Literacy,VERNDALE PUBLIC SCHOOL DISTRICT 0818-01,5,042 Computer 8,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,021 COMPUTER SKILLS 2nd KQ,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,036 COMPUTER SKILLS (ME),N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,057 COMPUTER SKILLS (DD),N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,068 COMPUTER SKILLS (DK),N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,082 COMPUTER SKILLS (DS),N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,096 COMPUTER SKILLS (RK),N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,117 COMPUTER SKILLS (CJ),N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,126 COMPUTER SKILLS (DL),N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,147 COMPUTER SKILLS (GW),N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WABASHA-KELLOGG PUBLIC SCHOOL DIST. 0811-01,10,163 COMPUTER SKILLS (RP),N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WATERVILLE-ELYSIAN-MORRISTOWN 2143-01,9,115 Media 5K,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WATERVILLE-ELYSIAN-MORRISTOWN 2143-01,9,116 Media 5S,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WATERVILLE-ELYSIAN-MORRISTOWN 2143-01,9,117 Media 5W,N/A,STATE,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WATERVILLE-ELYSIAN-MORRISTOWN 2143-01,9,171 Media Literacy 6A,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WATERVILLE-ELYSIAN-MORRISTOWN 2143-01,9,172 Media Literacy 6L,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10010 - Computer Literacy,WATERVILLE-ELYSIAN-MORRISTOWN 2143-01,9,173 Media Literacy 6S,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,AUSTIN PUBLIC SCHOOL DISTRICT 0492-01,10,910661 Computer Science I,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,CT2030A AP Computer Science Princ A,N/A,NONE_ADDRESSED,ADVANCED,,Yes
A - Computer Literacy,10011 - Computer Science Principles,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,CT2030B AP Computer Science Princ B,N/A,NONE_ADDRESSED,ADVANCED,,Yes
A - Computer Literacy,10011 - Computer Science Principles,BROOKLYN CENTER SCHOOL DISTRICT 0286-01,11,IS0032 Comp Science,OLL,STATE,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,2570 APP DEVELOPMENT,N/A,STATE,GENERAL,,Yes
A - Computer Literacy,10011 - Computer Science Principles,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,2580 AP COMP SCI PRINCIPLES A,N/A,COMBINATION,ADVANCED,,No
A - Computer Literacy,10011 - Computer Science Principles,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,2590 AP COMP SCI PRINCIPLES B,N/A,COMBINATION,ADVANCED,,No
A - Computer Literacy,10011 - Computer Science Principles,CHISAGO LAKES SCHOOL DISTRICT 2144-01,07E,0213 Computer Science Principles,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,CLEVELAND PUBLIC SCHOOL DISTRICT 0391-01,9,391-145 COMPUTER SCIENCE/CODING,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,CLEVELAND PUBLIC SCHOOL DISTRICT 0391-01,9,391-145B COMPUTER SCIENCE/CODING,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,GRYGLA PUBLIC SCHOOL DISTRICT 0447-01,1,1725 Computer Science IS,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,HASTINGS PUBLIC SCHOOL DISTRICT 0200-01,11,7068 Computer Science 1,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,HASTINGS PUBLIC SCHOOL DISTRICT 0200-01,11,8069 Computer Science 1/2,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,KASSON-MANTORVILLE SCHOOL DISTRICT 0204-01,10,03232 Computer Science Princ A,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,MOUNDS VIEW PUBLIC SCHOOL DISTRICT 0621-01,11,3419S AP Computer Science Principles,N/A,NATIONAL,ADVANCED,,Yes
A - Computer Literacy,10011 - Computer Science Principles,NORTH BRANCH PUBLIC SCHOOLS 0138-01,07E,D7011 Digital Arts,N/A,STATE,GENERAL,,Yes
A - Computer Literacy,10011 - Computer Science Principles,NORTH BRANCH PUBLIC SCHOOLS 0138-01,07E,D7011. Digital Arts,N/A,STATE,GENERAL,,Yes
A - Computer Literacy,10011 - Computer Science Principles,PIPESTONE AREA SCHOOL DISTRICT 2689-01,8,7706 Application of Science,N/A,STATE,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,WADENA-DEER CREEK SCHOOL DISTRICT 2155-01,5,444 OW - Fund. Comp. Systems,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10011 - Computer Science Principles,WHITE BEAR LAKE SCHOOL DISTRICT 0624-01,11,0552401 CitHS IT Explorations,DCE,NATIONAL,DUAL,CENTURY COLLEGE,No
A - Computer Literacy,10012 - Exploring Computer Science,AUSTIN PUBLIC SCHOOL DISTRICT 0492-01,10,810665 Principles of Coding,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,AUSTIN PUBLIC SCHOOL DISTRICT 0492-01,10,910662 Computer Science II,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,CT1601 Computer Science 6,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,CT1701 Computer Science 7,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,CT1703 Adv Computer Science 7,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,CT1801 Computer Science 8,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,CT1803 Adv Computer Science 8,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,EASTERN CARVER COUNTY PUBLIC SCHOOL 0112-01,11,22716 Multimedia Mash-UP,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,GRAND RAPIDS PUBLIC SCHOOL DISTRICT 0318-01,3,5015 Digital Citizenship,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,KERKHOVEN-MURDOCK-SUNBURG 0775-01,06W,092 Computer App 9,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,0742920 INTRO TO COMPUTER SCIENCE,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10012 - Exploring Computer Science,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,0756065 COMPUTER SCIENCE 6,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,0758060 COMPUTER SCIENCE 8,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,1756061 COMPUTER SCIENCE FOUNDATIONS,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,1758056 COMPUTER SCIENCE,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10012 - Exploring Computer Science,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,200T960S TO INTRO COMPUTER SCIENCE S,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10012 - Exploring Computer Science,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,200T96MS TO INTRO COMPUTER SCI MIDDLE,N/A,COMBINATION,GENERAL,,No
